Area_name,,Resident population (April 1 - complete count) 2010,Percent change 2000 - 2010
Leon, TX,16801,32
Liberty, TX,75643,12
Limestone, TX,23384,3.6
Lipscomb, TX,3302,-16.5
Live Oak, TX,11531,-0.5
Llano, TX,19301,14.7
Loving, TX,82,17.6
Lubbock, TX,278831,5.2
Lynn, TX,5915,-21.5
McCulloch, TX,8283,0.5
McLennan, TX,234906,10.8
McMullen, TX,707,3.5
Madison, TX,13664,2.6
Marion, TX,10546,-3.6
Martin, TX,4799,5.8
Mason, TX,4012,-7.1
Matagorda, TX,36702,-2.4
Maverick, TX,54258,15.9
Medina, TX,46006,17.9
Menard, TX,2242,-4
Midland, TX,136872,29
Milam, TX,24757,0.9
Mills, TX,4936,1.2
Mitchell, TX,9403,-11.8
Montague, TX,19719,-0.8
Montgomery, TX,455746,43.2
Moore, TX,21904,7.8
Morris, TX,12934,-9.8
Motley, TX,1210,-21.4
Nacogdoches, TX,64524,17
Navarro, TX,47735,13
Newton, TX,14445,2.4
Nolan, TX,15216,-4.4
Nueces, TX,340223,8.5
Ochiltree, TX,10223,-4.8
Oldham, TX,2052,-0.2
Orange, TX,81837,-4
Palo Pinto, TX,28111,4.1
Panola, TX,23796,6.3
Parker, TX,116927,45.2
Parmer, TX,10269,-10.6
Pecos, TX,15507,0.4
Polk, TX,45413,25.7
Potter, TX,121073,-0.8
Presidio, TX,7818,27.9
Rains, TX,10914,38.8
Randall, TX,120725,19.5
Reagan, TX,3367,9.2
Real, TX,3309,-2.3
Red River, TX,12860,-11.1
Reeves, TX,13783,0.3
Refugio, TX,7383,-14.1
Roberts, TX,929,-13.6
Robertson, TX,16622,5.9
Rockwall, TX,78337,76.2
Runnels, TX,10501,-4.9
Rusk, TX,53330,5.7
Sabine, TX,10834,10.2
San Augustine, TX,8865,-8.9
San Jacinto, TX,26384,43.2
San Patricio, TX,64804,1.3
San Saba, TX,6131,-7.5
Schleicher, TX,3461,6
Scurry, TX,16921,2.4
Shackelford, TX,3378,-15.3
Shelby, TX,25448,-4.5
Sherman, TX,3034,-10
Smith, TX,209714,17.9
Somervell, TX,8490,29
Starr, TX,60968,48.6
Stephens, TX,9630,-9.2
Sterling, TX,1143,19.2
Stonewall, TX,1490,-16.3
Sutton, TX,4128,-19.4
Swisher, TX,7854,-16.4
Tarrant, TX,1809034,35.9
Taylor, TX,131506,7.9
Terrell, TX,984,-11.6
Terry, TX,12651,-9.3
Throckmorton, TX,1641,-8.4
Titus, TX,32334,12
Tom Green, TX,110224,16.1
Travis, TX,1024266,37.4
Trinity, TX,14585,21.1
Tyler, TX,21766,2.6
Upshur, TX,39309,9.7
Upton, TX,3355,-3.7
Uvalde, TX,26405,4
Val Verde, TX,48879,7.8
Van Zandt, TX,52579,20.7
Victoria, TX,86793,8.1
Walker, TX,67861,21.8
Waller, TX,43205,18.1
Ward, TX,10658,-6.2
Washington, TX,33718,18.9
Webb, TX,250304,34.2
Wharton, TX,41280,-0.7
Wheeler, TX,5410,-17.6
Wichita, TX,131500,1.1
Wilbarger, TX,13535,-5.1
Willacy, TX,22134,1.2
Williamson, TX,422679,82.4
Wilson, TX,42918,35.2
Winkler, TX,7110,-13.3
Wise, TX,59127,30.5
Wood, TX,41964,19
Yoakum, TX,7879,5.9
Young, TX,18550,-5
Zapata, TX,14018,40
Zavala, TX,11677,4.3
UTAH,,2763885,17.9
Beaver, UT,6629,8.8
Box Elder, UT,49975,9.8
Cache, UT,112656,22.7
Carbon, UT,21403,-8.8
Daggett, UT,1059,-10.3
Davis, UT,306479,28.3
Duchesne, UT,18607,0.6
Emery, UT,10976,-9.8
Garfield, UT,5172,8.4
Grand, UT,9225,-19.7
Iron, UT,46163,19.8
Juab, UT,10246,5.2
Kane, UT,7125,28.5
Millard, UT,12503,26.3
Morgan, UT,9469,12.4
Piute, UT,1556,-3.9
Rich, UT,2264,-17.9
Salt Lake, UT,1029655,17.3
San Juan, UT,14746,3
Sanpete, UT,27822,11.2
Sevier, UT,20802,4.8
Summit, UT,36324,52.2
Tooele, UT,58218,2.2
Uintah, UT,32588,8.3
Utah, UT,516564,20.9
Wasatch, UT,23530,18.4
Washington, UT,138115,86.3
Wayne, UT,2778,13.9
Weber, UT,231236,9.5
VERMONT,,625741,10
Addison, VT,36821,12.1
Bennington, VT,37125,7.5
Caledonia, VT,31227,7.9
Chittenden, VT,156545,14
Essex, VT,6306,1.5
Franklin, VT,47746,14.9
Grand Isle, VT,6970,15.3
Lamoille, VT,24475,17.7
Orange, VT,28936,15
Orleans, VT,27231,2.6
Rutland, VT,61642,6.5
Washington, VT,59534,4.8
Windham, VT,44513,12.6
Windsor, VT,56670,5.9
VIRGINIA,,8001024,15.8
Accomack, VA,33164,1.4
Albemarle, VA,98970,22.2
Alleghany, VA,16250,-9.5
Amelia, VA,12690,4.5
Amherst, VA,32353,-1.9
Appomattox, VA,14973,2.7
Arlington, VA,207627,12
Augusta, VA,73750,14.9
Bath, VA,4731,-18.1
Bedford, VA,68676,30.4
Bland, VA,6824,2.6
Botetourt, VA,33148,7.4
Brunswick, VA,17434,2.3
Buchanan, VA,24098,-17.5
Buckingham, VA,17146,9.5
Campbell, VA,54842,4.7
Caroline, VA,28545,7.3
Carroll, VA,30042,-2.6
Charles City, VA,7256,-6.1
Charlotte, VA,12586,-4.7
Chesterfield, VA,316236,48.2
Clarke, VA,14034,21.4
Craig, VA,5190,10.7
Culpeper, VA,46689,22.9
Cumberland, VA,10052,-0.7
Dickenson, VA,15903,-11
Dinwiddie, VA,28001,-1.3
Essex, VA,11151,-2
Fairfax, VA,1081726,37.4
Fauquier, VA,65203,36.1
Floyd, VA,15279,3.5
Fluvanna, VA,25691,21.3
Franklin, VA,56159,10.7
Frederick, VA,78305,33.9
Giles, VA,17286,-8.1
Gloucester, VA,36858,49.9
Goochland, VA,21717,20.4
Grayson, VA,15533,-1.8
Greene, VA,18403,35
Greensville, VA,12243,-20.8
Halifax, VA,36241,17.7
Hanover, VA,99863,25.6
Henrico, VA,306935,20.5
Henry, VA,54151,-1.2
Highland, VA,2321,-10.3
Isle of Wight, VA,35270,16
James City, VA,67009,56.5
King and Queen, VA,6945,5.4
King George, VA,23584,28.3
King William, VA,15935,16.9
Lancaster, VA,11391,7.6
Lee, VA,25587,-5.6
Loudoun, VA,312311,50
Louisa, VA,33153,14
Lunenburg, VA,12914,-5.8
Madison, VA,13308,16.8
Mathews, VA,8978,4.4
Mecklenburg, VA,32727,-0.7
Middlesex, VA,10959,12.1
Montgomery, VA,94392,16.8
Nelson, VA,15020,4.7
New Kent, VA,18429,19
Northampton, VA,12389,-10.7
Northumberland, VA,12330,7.1
Nottoway, VA,15853,2.2
Orange, VA,33481,18.6
Page, VA,24042,11.8
Patrick, VA,18490,-1
Pittsylvania, VA,63506,-15.8
Powhatan, VA,28046,17.3
Prince Edward, VA,23368,5.3
Prince George, VA,35725,6.5
Prince William, VA,402002,49.1
Pulaski, VA,34872,-2.1
Rappahannock, VA,7373,8.7
Richmond, VA,9254,4.6
Roanoke, VA,92376,8.7
Rockbridge, VA,22307,3.5
Rockingham, VA,76314,10.4
Russell, VA,28897,-9.7
Scott, VA,23177,-7.4
Shenandoah, VA,41993,14.8
Smyth, VA,32208,-2.9
Southampton, VA,18570,-4.2
Spotsylvania, VA,122397,79.4
Stafford, VA,128961,51.3
Surry, VA,7058,1.6
Sussex, VA,12087,-5.8
Tazewell, VA,45078,-9
Warren, VA,37575,23.3
Washington, VA,54876,-1.3
Westmoreland, VA,17454,10.2
Wise, VA,41452,-9.8
Wythe, VA,29235,-0.2
York, VA,65464,19.7
Alexandria, VA,139966,7.7
Bedford, VA,6222,3.1
Bristol, VA,17835,-3.2
Buena Vista, VA,6650,-7.2
Charlottesville, VA,43475,1.4
Chesapeake, VA,222209,32.8
Clifton Forge, VA,0,-7.3
Colonial Heights, VA,17411,-2.7
Covington, VA,5961,-20.6
Danville, VA,43055,16.2
Emporia, VA,5927,13.2
Fairfax, VA,22565,-3.1
Falls Church, VA,12332,0.1
Franklin, VA,8582,1.8
Fredericksburg, VA,24286,7.1
Galax, VA,7042,2.7
Hampton, VA,137436,9.1
Harrisonburg, VA,48914,24.6
Hopewell, VA,22591,-1.3
Lexington, VA,7042,-4.6
Lynchburg, VA,75568,-1
Manassas, VA,37821,80.3
Manassas Park, VA,14273,3.2
Martinsville, VA,13821,-10.9
Newport News, VA,180719,18.3
Norfolk, VA,242803,-2.1
Norton, VA,3958,-10.7
Petersburg, VA,32420,-9.8
Poquoson, VA,12150,26.1
Portsmouth, VA,95535,-0.6
Radford, VA,16408,18.5
Richmond, VA,204214,-7.5
Roanoke, VA,97032,-3.7
Salem, VA,24802,-0.7
South Boston, VA,0,0
Staunton, VA,23746,-1.3
Suffolk, VA,84585,9.5
Virginia Beach, VA,437994,49.9
Waynesboro, VA,21006,-0.1
Williamsburg, VA,14068,10.8
Winchester, VA,26203,8.6
WASHINGTON,,6724540,17.8
Adams, WA,18728,2.5
Asotin, WA,21623,4.6
Benton, WA,175177,2.8
Chelan, WA,72453,16
Clallam, WA,71404,8.8
Clark, WA,425363,23.8
Columbia, WA,4078,-0.8
Cowlitz, WA,102410,3.2
Douglas, WA,38431,18.3
Ferry, WA,7551,8.3
Franklin, WA,78163,7
Garfield, WA,2266,-8.9
Grant, WA,89120,12.9
Grays Harbor, WA,72797,-3.2
Island, WA,78506,36.7
Jefferson, WA,29872,27.8
King, WA,1931249,18.7
Kitsap, WA,251133,28.9
Kittitas, WA,40915,7.4
Klickitat, WA,20318,5
Lewis, WA,75455,5.9
Lincoln, WA,10570,-7.7
Mason, WA,60699,23
Okanogan, WA,41120,8.8
Pacific, WA,20920,9.5
Pend Oreille, WA,13001,3.9
Pierce, WA,795225,20.7
San Juan, WA,15769,28
Skagit, WA,116901,24
Skamania, WA,11066,4.7
Snohomish, WA,713335,37.9
Spokane, WA,471221,5.7
Stevens, WA,43531,6.8
Thurston, WA,252264,29.8
Wahkiakum, WA,3978,-13.2
Walla Walla, WA,58781,2.1
Whatcom, WA,201140,19.8
Whitman, WA,44776,-3.3
Yakima, WA,243231,9.5
WEST VIRGINIA,,1852994,-8
Barbour, WV,16589,-5.6
Berkeley, WV,104169,26.7
Boone, WV,24629,-15
Braxton, WV,14523,-6.4
Brooke, WV,24069,-13.3
Cabell, WV,96319,-9.4
Calhoun, WV,7627,-4.4
Clay, WV,9386,-11.4
Doddridge, WV,8202,-5.9
Fayette, WV,46039,-17.1
Gilmer, WV,8693,-8
Grant, WV,11937,2.1
Greenbrier, WV,35480,-7.9
Hampshire, WV,23964,11
Hancock, WV,30676,-14.2
Hardy, WV,14025,9.4
Harrison, WV,69099,-10.7
Jackson, WV,29211,0.6
Jefferson, WV,53498,18.6
Kanawha, WV,193063,-10.3
Lewis, WV,16372,-8.5
Lincoln, WV,21720,-9.7
Logan, WV,36743,-15.1
McDowell, WV,22113,-29.4
Marion, WV,56418,-13
Marshall, WV,33107,-10.2
Mason, WV,27324,-6.9
Mercer, WV,62264,-12
Mineral, WV,28212,-2
Mingo, WV,26839,-9.6
Monongalia, WV,96189,0.6
Monroe, WV,13502,-3.6
Morgan, WV,17541,13.2
Nicholas, WV,26233,-4.8
Ohio, WV,44443,-17.1
Pendleton, WV,7695,1.8
Pleasants, WV,7605,-8.4
Pocahontas, WV,8719,-9.2
Preston, WV,33520,-4.7
Putnam, WV,55486,12.2
Raleigh, WV,78859,-11.5
Randolph, WV,29405,-3.2
Ritchie, WV,10449,-10.6
Roane, WV,14926,-5.2
Summers, WV,13927,-10.5
Taylor, WV,16895,-8.7
Tucker, WV,7141,-10.9
Tyler, WV,9208,-13.5
Upshur, WV,24254,-2.4
Wayne, WV,42481,-9.5
Webster, WV,9154,-12.4
Wetzel, WV,16583,-12
Wirt, WV,5717,5.5
Wood, WV,86956,-7.2
Wyoming, WV,23796,-19.5
WISCONSIN,,5686986,4
Adams, WI,20875,16.5
Ashland, WI,16157,-2.8
Barron, WI,45870,5.2
Bayfield, WI,15014,1.3
Brown, WI,248007,11
Buffalo, WI,13587,-5.1
Burnett, WI,15457,6
Calumet, WI,48971,11.1
Chippewa, WI,62415,0.4
Clark, WI,34690,-3.8
Columbia, WI,56833,4.3
Crawford, WI,16644,-3.7
Dane, WI,488073,13.5
Dodge, WI,88759,2
Door, WI,27785,2.6
Douglas, WI,44159,-6
Dunn, WI,43857,4.6
Eau Claire, WI,98736,8.1
Florence, WI,4423,10
Fond du Lac, WI,101633,1.3
Forest, WI,9304,-3
Grant, WI,51208,-4.8
Green, WI,36842,1.1
Green Lake, WI,19051,1.5
Iowa, WI,23687,1.8
Iron, WI,5916,-8.6
Jackson, WI,20449,-1.4
Jefferson, WI,83686,2.5
Juneau, WI,26664,2.9
Kenosha, WI,166426,4.1
Kewaunee, WI,20574,-3.4
La Crosse, WI,114638,7.5
Lafayette, WI,16836,-7.7
Langlade, WI,19977,-2.4
Lincoln, WI,28743,1.6
Manitowoc, WI,81442,-3
Marathon, WI,134063,3.7
Marinette, WI,41749,3.1
Marquette, WI,15404,5.6
Menominee, WI,4232,15.3
Milwaukee, WI,947735,-0.6
Monroe, WI,44673,4.4
Oconto, WI,37660,4.4
Oneida, WI,35998,1.5
Outagamie, WI,176695,9.2
Ozaukee, WI,86395,8.7
Pepin, WI,7469,-4.9
Pierce, WI,41019,5.2
Polk, WI,44205,7.5
Portage, WI,70019,6.9
Price, WI,14159,-1.2
Racine, WI,195408,1.1
Richland, WI,18021,0.3
Rock, WI,160331,0.1
Rusk, WI,14755,-3.3
St. Croix, WI,84345,16.2
Sauk, WI,61976,8.1
Sawyer, WI,16557,10.4
Shawano, WI,41949,3.4
Sheboygan, WI,115507,2.9
Taylor, WI,20689,0.4
Trempealeau, WI,28816,-3.4
Vernon, WI,29773,-0.1
Vilas, WI,21430,7.1
Walworth, WI,102228,4.9
Washburn, WI,15911,4.5
Washington, WI,131887,12.4
Waukesha, WI,389891,8.7
Waupaca, WI,52410,7.6
Waushara, WI,24496,4.6
Winnebago, WI,166994,6.5
Wood, WI,74749,1.1
WYOMING,,563626,-3.4
Albany, WY,36299,6
Big Horn, WY,11668,-11.5
Campbell, WY,46133,20.5
Carbon, WY,15885,-23.9
Converse, WY,13833,-20.9
Crook, WY,7083,-0.3
Fremont, WY,40123,-13.7
Goshen, WY,13249,2.8
Hot Springs, WY,4812,-15.8
Johnson, WY,8569,-8.3
Laramie, WY,91738,6.5
Lincoln, WY,18106,3.7
Natrona, WY,75450,-14.8
Niobrara, WY,2484,-14.5
Park, WY,28205,7.1
Platte, WY,8667,-32
Sheridan, WY,29116,-5.9
Sublette, WY,10247,6.5
Sweetwater, WY,43806,-7
Teton, WY,21294,19.4
Uinta, WY,21118,43.7
Washakie, WY,8533,-11.7
Weston, WY,7208,-8.3
